      57        10
      22        60
      14        58
      10        11
      10        15
      11        22
      14        15
      23        22
      13        14
      61        23
      54         7
      12        11
      15        16
       7        13
      23        24
      12        16
      13        30
       8         7
      29        12
      16        32
      29        24
      24        25
      25        62
      32        30
       8        55
      28        29
      34        30
       3         8
      32        33
      25        26
      34         3
      17        33
      28        17
      27        28
      26        27
      19        26
      35        34
      33        31
       3         1
       1        51
      31        35
      17        42
      21        27
      59        19
       2         1
       4        35
      43        31
      19        20
      44        21
      20        21
      42        43
      42        44
       2         4
      20        48
      46        43
       5         2
      40         4
      45        44
      52         5
      40        46
      48        65
      48        50
      50        45
      46        47
      45        41
       6         5
      37        40
      41        47
      49        50
      37         6
      47        39
      18        41
       6        53
      38        37
      49        66
       9        49
      38        39
       9        18
      36        39
      18        36
      64        38
      56         9
      36        63
