      16         8         9
       8         2         9
       8         1         2
       9         2         3
      20        18        11
      18         9        11
      18        16         9
      11         9         3
      19        10        17
      10         8        17
      10         1         8
      17         8        16
      20        28        18
      28        26        18
      28        37        26
      18        26        16
       7        13         5
      13        11         5
      13        20        11
       5        11         3
      20        13        22
      13        15        22
      13         7        15
      22        15        24
       6        12        14
      12        21        14
      12        19        21
      14        21        23
      19        12        10
      12         4        10
      12         6         4
      10         4         1
      97        92        86
      92        79        86
      92        84        79
      86        79        73
      44        52        56
      52        67        56
      52        59        67
      56        67        72
      59        70        67
      70        78        67
      70        83        78
      67        78        72
      83        70        76
      70        63        76
      70        59        63
      76        63        65
      19        29        21
      29        31        21
      29        40        31
      21        31        23
      40        42        31
      42        33        31
      42        44        33
      31        33        23
      44        42        52
      42        48        52
      42        40        48
      52        48        59
      59        48        63
      48        53        63
      48        40        53
      63        53        65
      65        61        74
      61        69        74
      61        58        69
      74        69        82
      84        71        79
      71        68        79
      71        60        68
      79        68        73
     115       111       116
     111       112       116
     111       106       112
     116       112       117
     106       101       112
     101       108       112
     101        95       108
     112       108       117
      95       101        88
     101        93        88
     101       106        93
      88        93        82
      83        91        78
      91        85        78
      91        96        85
      78        85        72
      96        91       104
      91        98       104
      91        83        98
     104        98       109
      83        89        98
      89       102        98
      89        94       102
      98       102       109
      94       107       102
     107       113       102
     107       115       113
     102       113       109
     115       107       111
     107       100       111
     107        94       100
     111       100       106
     106       100        93
     100        87        93
     100        94        87
      93        87        82
      94        80        87
      80        74        87
      80        65        74
      87        74        82
      94        89        80
      89        76        80
      89        83        76
      80        76        65
      35        38        27
      38        29        27
      38        40        29
      27        29        19
      58        46        47
      46        36        47
      46        35        36
      47        36        37
      40        38        53
      38        50        53
      38        35        50
      53        50        65
      35        46        50
      46        61        50
      46        58        61
      50        61        65
      35        27        25
      27        17        25
      27        19        17
      25        17        16
      37        36        26
      36        25        26
      36        35        25
      26        25        16
      60        55        68
      55        57        68
      55        45        57
      68        57        73
      41        30        32
      30        22        32
      30        20        22
      32        22        24
      45        43        34
      43        32        34
      43        41        32
      34        32        24
      41        43        49
      43        55        49
      43        45        55
      49        55        60
      41        39        30
      39        28        30
      39        37        28
      30        28        20
      66        64        77
      64        71        77
      64        60        71
      77        71        84
      58        62        69
      62        75        69
      62        66        75
      69        75        82
      66        62        51
      62        47        51
      62        58        47
      51        47        37
      66        81        75
      81        88        75
      81        95        88
      75        88        82
      95        81        90
      81        77        90
      81        66        77
      90        77        84
      41        54        39
      54        51        39
      54        66        51
      39        51        37
      66        54        64
      54        49        64
      54        41        49
      64        49        60
      95       103       108
     103       114       108
     103       110       114
     108       114       117
      97       105        92
     105        99        92
     105       110        99
      92        99        84
     110       103        99
     103        90        99
     103        95        90
      99        90        84
