      14        21
      28        21
      14         8
      17        21
      14        17
      24        21
      12        14
      28        24
      12         8
      28        31
       3         8
      24        17
      12        17
       6         8
      24        31
      17        19
       6        12
       6         3
      24        19
      12        19
      26        24
      26        31
      33        31
      12        10
       3         1
      26        19
      10         6
       6         1
      10        19
      26        33
       6         5
      19        16
      19        23
      26        23
      26        30
      33        30
      10         5
      10        16
       1         5
       1         2
      10        11
      16        23
      30        23
      33        34
       5         2
      11         5
      16        11
      30        34
      27        23
      30        27
      16        20
      20        23
       7         5
      27        34
      20        11
       7         2
      11         7
      27        20
       4         2
      13        11
      32        34
      27        32
      27        25
      13        20
      20        25
       7         4
      13         7
      20        18
      32        25
       7         9
      13        18
      25        18
       4         9
      13         9
      29        32
      29        25
      15        13
      25        22
      18        15
      18        22
      15         9
      29        22
      15        22
