  4.7078557093015011e-01    5.5287244604044172e-01
  5.2921442902362070e-01    5.5287244603126229e-01
  4.1678878108917200e-01    5.7519658238904570e-01
  5.8321121877033077e-01    5.7519658229537074e-01
  4.9999999992553357e-01    6.0397764202855109e-01
  4.4454146886518148e-01    6.1068792521888837e-01
  5.5545853101734233e-01    6.1068792510410830e-01
  3.7653775777910808e-01    6.1481153396269062e-01
  6.2346224220058288e-01    6.1481153393325705e-01
  4.7045348938347392e-01    6.5708273775211823e-01
  5.2954651057787017e-01    6.5708273769598513e-01
  4.1470062201321123e-01    6.5721800273130215e-01
  5.8529937793373343e-01    6.5721800260091467e-01
  3.5333544293440899e-01    6.6854355867625836e-01
  6.4666455707826997e-01    6.6854355873537352e-01
  5.0000000000000000e-01    6.9999999999999996e-01
  3.9654268024676664e-01    7.0360124237518218e-01
  6.0345731981618089e-01    7.0360124225908771e-01
  4.4961426829586798e-01    7.1493071314666934e-01
  5.5038573177417283e-01    7.1493071306524836e-01
  3.5312573657543944e-01    7.3046228395069523e-01
  6.4687426339467768e-01    7.3046228409477598e-01
  5.0000000007067580e-01    7.5045092978185834e-01
  4.1249617310495273e-01    7.5585311076958606e-01
  5.8750382696948433e-01    7.5585311069871330e-01
  4.5344181862502225e-01    7.8212939837437701e-01
  5.4655818149377178e-01    7.8212939834941486e-01
  3.7567310034995138e-01    7.8392152300457096e-01
  6.2432689957265763e-01    7.8392152311922314e-01
  5.0000000006345213e-01    8.0674571841061937e-01
  4.1541055274435085e-01    8.2387342496671245e-01
  5.8458944709580818e-01    8.2387342507586303e-01
  4.6799223849446769e-01    8.4654522579533242e-01
  5.3200776127966298e-01    8.4654522584466574e-01
  5.0000000002823719e-01    5.0176725004315303e-01
  5.5696711677660904e-01    5.1738110322252473e-01
  6.5121492995357144e-01    5.7932019112451949e-01
  3.4878507000309861e-01    5.7932019113284805e-01
  4.4303288315414063e-01    5.1738110321059905e-01
  6.8369733599785087e-01    7.5853069651528593e-01
  3.0991849926308179e-01    6.9540460025177142e-01
  3.1517257870030591e-01    6.2613708990764683e-01
  4.9999999971067854e-01    8.8634473322937868e-01
  3.1630266382043809e-01    7.5853069618568014e-01
  3.7858747998934944e-01    8.5194183720169736e-01
  4.2996097261379623e-01    8.8828925238766787e-01
  6.9008150065676677e-01    6.9540460057106179e-01
  6.8482742134511931e-01    6.2613709006771590e-01
  5.7003902688169938e-01    8.8828925257111391e-01
  6.2141251969898148e-01    8.5194183749637287e-01
