  4.1201174751311842e-01    8.9532821446843280e-01    4.2975283276367876e-01    9.4999999999999996e-01
  4.1201174751311842e-01    8.9532821446843280e-01    4.3573012004382738e-01    8.4328785651539340e-01
  3.8768919571751020e-01    7.1629580744546584e-01    4.7042504980691385e-01    7.2020687406848838e-01
  4.2490402412480577e-01    7.8185032458445347e-01    4.3573012004382738e-01    8.4328785651539340e-01
  4.7330972908662244e-01    9.0123883286269391e-01    4.1201174751311842e-01    8.9532821446843280e-01
  4.2490402412480577e-01    7.8185032458445347e-01    4.7042504980691385e-01    7.2020687406848838e-01
  4.7233687251980960e-01    9.4999999999999996e-01    4.2975283276367876e-01    9.4999999999999996e-01
  4.7330972908662244e-01    9.0123883286269391e-01    4.2975283276367876e-01    9.4999999999999996e-01
  4.7330972908662244e-01    9.0123883286269391e-01    4.3573012004382738e-01    8.4328785651539340e-01
  4.2490402412480577e-01    7.8185032458445347e-01    4.9200553485807602e-01    7.9259180480104940e-01
  4.4719789950656452e-01    6.5000000000000002e-01    4.7042504980691385e-01    7.2020687406848838e-01
  4.9200553485807602e-01    7.9259180480104940e-01    4.3573012004382738e-01    8.4328785651539340e-01
  4.9756040606407131e-01    8.5484817682929670e-01    4.3573012004382738e-01    8.4328785651539340e-01
  4.7330972908662244e-01    9.0123883286269391e-01    4.7233687251980960e-01    9.4999999999999996e-01
  4.9200553485807602e-01    7.9259180480104940e-01    4.7042504980691385e-01    7.2020687406848838e-01
  4.7330972908662244e-01    9.0123883286269391e-01    4.9756040606407131e-01    8.5484817682929670e-01
  4.4719789950656452e-01    6.5000000000000002e-01    5.2607673420251122e-01    6.5000000000000002e-01
  4.7233687251980960e-01    9.4999999999999996e-01    5.1541820979353248e-01    9.4999999999999996e-01
  4.7330972908662244e-01    9.0123883286269391e-01    5.1541820979353248e-01    9.4999999999999996e-01
  4.9756040606407131e-01    8.5484817682929670e-01    4.9200553485807602e-01    7.9259180480104940e-01
  5.2607673420251122e-01    6.5000000000000002e-01    4.7042504980691385e-01    7.2020687406848838e-01
  5.4053456065849959e-01    7.4341732843195829e-01    4.7042504980691385e-01    7.2020687406848838e-01
  4.7330972908662244e-01    9.0123883286269391e-01    5.4183958573350677e-01    8.9628589799885328e-01
  5.4053456065849959e-01    7.4341732843195829e-01    4.9200553485807602e-01    7.9259180480104940e-01
  5.4183958573350677e-01    8.9628589799885328e-01    4.9756040606407131e-01    8.5484817682929670e-01
  4.9200553485807602e-01    7.9259180480104940e-01    5.5206791317086579e-01    8.2815313098074739e-01
  4.9756040606407131e-01    8.5484817682929670e-01    5.5206791317086579e-01    8.2815313098074739e-01
  5.1541820979353248e-01    9.4999999999999996e-01    5.4183958573350677e-01    8.9628589799885328e-01
  5.4053456065849959e-01    7.4341732843195829e-01    5.2607673420251122e-01    6.5000000000000002e-01
  5.5971773768529165e-01    9.4999999999999996e-01    5.1541820979353248e-01    9.4999999999999996e-01
  5.4053456065849959e-01    7.4341732843195829e-01    5.5206791317086579e-01    8.2815313098074739e-01
  5.4183958573350677e-01    8.9628589799885328e-01    5.5206791317086579e-01    8.2815313098074739e-01
  5.5971773768529165e-01    9.4999999999999996e-01    5.4183958573350677e-01    8.9628589799885328e-01
  5.2607673420251122e-01    6.5000000000000002e-01    5.9999999999999998e-01    6.4999999999999991e-01
  5.9999999999999998e-01    7.2764800889133219e-01    5.2607673420251122e-01    6.5000000000000002e-01
  5.4053456065849959e-01    7.4341732843195829e-01    5.9999999999999998e-01    7.2764800889133219e-01
  5.4053456065849959e-01    7.4341732843195829e-01    5.9999999999999998e-01    8.0385554367878287e-01
  5.9999999999999998e-01    8.8181689465348445e-01    5.4183958573350677e-01    8.9628589799885328e-01
  5.5206791317086579e-01    8.2815313098074739e-01    5.9999999999999998e-01    8.0385554367878287e-01
  5.9999999999999998e-01    8.8181689465348445e-01    5.5206791317086579e-01    8.2815313098074739e-01
  5.9999999999999998e-01    8.8181689465348445e-01    5.5971773768529165e-01    9.4999999999999996e-01
  5.9999999999999998e-01    9.4999999999999996e-01    5.5971773768529165e-01    9.4999999999999996e-01
  5.9999999999999998e-01    7.2764800889133219e-01    5.9999999999999998e-01    6.4999999999999991e-01
  5.9999999999999998e-01    7.2764800889133219e-01    5.9999999999999998e-01    8.0385554367878287e-01
  5.9999999999999998e-01    8.8181689465348445e-01    5.9999999999999998e-01    8.0385554367878287e-01
  5.9999999999999998e-01    8.8181689465348445e-01    5.9999999999999998e-01    9.4999999999999996e-01
