  2.9999999999999999e-01    7.2248029132648617e-01    2.9999999999999999e-01    6.5000000000000002e-01
  2.9999999999999999e-01    7.9421491056560434e-01    2.9999999999999999e-01    7.2248029132648617e-01
  2.9999999999999999e-01    7.9421491056560434e-01    2.9999999999999999e-01    8.5095941903983363e-01
  2.9999999999999999e-01    9.0282458763170947e-01    2.9999999999999999e-01    8.5095941903983363e-01
  2.9999999999999999e-01    9.0282458763170947e-01    3.0000000000000004e-01    9.4999999999999996e-01
  2.9999999999999999e-01    9.0282458763170947e-01    3.4334044464416125e-01    9.4999999999999996e-01
  3.4334044464416125e-01    9.4999999999999996e-01    3.0000000000000004e-01    9.4999999999999996e-01
  2.9999999999999999e-01    8.5095941903983363e-01    3.5519302513628093e-01    8.9451978201869720e-01
  2.9999999999999999e-01    9.0282458763170947e-01    3.5519302513628093e-01    8.9451978201869720e-01
  2.9999999999999999e-01    7.2248029132648617e-01    3.5733534311886445e-01    7.7561472506090656e-01
  2.9999999999999999e-01    7.9421491056560434e-01    3.5733534311886445e-01    7.7561472506090656e-01
  3.6876102103335662e-01    8.3762028760329055e-01    2.9999999999999999e-01    7.9421491056560434e-01
  2.9999999999999999e-01    8.5095941903983363e-01    3.6876102103335662e-01    8.3762028760329055e-01
  2.9999999999999999e-01    6.5000000000000002e-01    3.6972913903640503e-01    6.5000000000000002e-01
  3.6972913903640503e-01    6.5000000000000002e-01    2.9999999999999999e-01    7.2248029132648617e-01
  2.9999999999999999e-01    7.2248029132648617e-01    3.8768919571751020e-01    7.1629580744546584e-01
  3.4334044464416125e-01    9.4999999999999996e-01    3.5519302513628093e-01    8.9451978201869720e-01
  3.6876102103335662e-01    8.3762028760329055e-01    3.5519302513628093e-01    8.9451978201869720e-01
  3.6876102103335662e-01    8.3762028760329055e-01    3.5733534311886445e-01    7.7561472506090656e-01
  3.8605147838884751e-01    9.4999999999999996e-01    3.4334044464416125e-01    9.4999999999999996e-01
  3.8605147838884751e-01    9.4999999999999996e-01    3.5519302513628093e-01    8.9451978201869720e-01
  3.8768919571751020e-01    7.1629580744546584e-01    3.5733534311886445e-01    7.7561472506090656e-01
  3.8768919571751020e-01    7.1629580744546584e-01    3.6972913903640503e-01    6.5000000000000002e-01
  4.1201174751311842e-01    8.9532821446843280e-01    3.5519302513628093e-01    8.9451978201869720e-01
  3.6876102103335662e-01    8.3762028760329055e-01    4.1201174751311842e-01    8.9532821446843280e-01
  4.2490402412480577e-01    7.8185032458445347e-01    3.5733534311886445e-01    7.7561472506090656e-01
  3.6876102103335662e-01    8.3762028760329055e-01    4.2490402412480577e-01    7.8185032458445347e-01
  4.1201174751311842e-01    8.9532821446843280e-01    3.8605147838884751e-01    9.4999999999999996e-01
  3.6876102103335662e-01    8.3762028760329055e-01    4.3573012004382738e-01    8.4328785651539340e-01
  4.2490402412480577e-01    7.8185032458445347e-01    3.8768919571751020e-01    7.1629580744546584e-01
  3.8605147838884751e-01    9.4999999999999996e-01    4.2975283276367876e-01    9.4999999999999996e-01
  4.4719789950656452e-01    6.5000000000000002e-01    3.6972913903640503e-01    6.5000000000000002e-01
  3.8768919571751020e-01    7.1629580744546584e-01    4.4719789950656452e-01    6.5000000000000002e-01
