       8         1
      14         8
      14        19
      26        19
      26        27
      26        28
      28        27
      19        22
      26        22
       8        11
      14        11
      17        14
      19        17
       1         2
       2         8
       8         6
      28        22
      17        22
      17        11
      29        28
      29        22
       6        11
       6         2
      23        22
      17        23
      12        11
      17        12
      23        29
      17        18
      12         6
      29        30
       3         2
       6         3
      23        30
      23        18
       6         7
      12        18
      25        23
      12         7
      31        30
      25        30
      25        18
      12        13
       3         7
      13        18
      20        18
      25        31
      13         7
      25        20
       3         4
      31        32
      25        32
      20        13
       4         7
      10         7
      25        24
      10        13
      24        20
      13        16
      20        16
      32        24
      10         4
      33        32
      10        16
      24        16
      33        24
       4         5
       9         4
      10         9
      10        15
      21        24
      16        15
      21        16
      21        33
      34        33
       9         5
       9        15
      21        15
      21        34
