  2.9999999999999999e-01    6.5000000000000002e-01
  3.6972913903640503e-01    6.5000000000000002e-01
  4.4719789950656452e-01    6.5000000000000002e-01
  5.2607673420251122e-01    6.5000000000000002e-01
  5.9999999999999998e-01    6.4999999999999991e-01
  3.8768919571751020e-01    7.1629580744546584e-01
  4.7042504980691385e-01    7.2020687406848838e-01
  2.9999999999999999e-01    7.2248029132648617e-01
  5.9999999999999998e-01    7.2764800889133219e-01
  5.4053456065849959e-01    7.4341732843195829e-01
  3.5733534311886445e-01    7.7561472506090656e-01
  4.2490402412480577e-01    7.8185032458445347e-01
  4.9200553485807602e-01    7.9259180480104940e-01
  2.9999999999999999e-01    7.9421491056560434e-01
  5.9999999999999998e-01    8.0385554367878287e-01
  5.5206791317086579e-01    8.2815313098074739e-01
  3.6876102103335662e-01    8.3762028760329055e-01
  4.3573012004382738e-01    8.4328785651539340e-01
  2.9999999999999999e-01    8.5095941903983363e-01
  4.9756040606407131e-01    8.5484817682929670e-01
  5.9999999999999998e-01    8.8181689465348445e-01
  3.5519302513628093e-01    8.9451978201869720e-01
  4.1201174751311842e-01    8.9532821446843280e-01
  5.4183958573350677e-01    8.9628589799885328e-01
  4.7330972908662244e-01    9.0123883286269391e-01
  2.9999999999999999e-01    9.0282458763170947e-01
  3.0000000000000004e-01    9.4999999999999996e-01
  3.4334044464416125e-01    9.4999999999999996e-01
  3.8605147838884751e-01    9.4999999999999996e-01
  4.2975283276367876e-01    9.4999999999999996e-01
  4.7233687251980960e-01    9.4999999999999996e-01
  5.1541820979353248e-01    9.4999999999999996e-01
  5.5971773768529165e-01    9.4999999999999996e-01
  5.9999999999999998e-01    9.4999999999999996e-01
  3.6972913903640509e-01    5.7751970867351388e-01
  2.3027086096359495e-01    7.2248029132648617e-01
  4.2923784282545935e-01    5.8370419255453421e-01
  3.7419889789672789e-01    1.0054802179813027e+00
  2.4480697486371905e-01    8.5926422465284591e-01
  2.5665955535583884e-01    9.0282458763170959e-01
  3.4334044464416130e-01    9.9717541236829044e-01
  2.4266465688113553e-01    7.4108047683118394e-01
  2.3123897896664336e-01    8.0755404200214742e-01
  5.0284958390216183e-01    5.7979312593151167e-01
  4.0379256363940785e-01    1.0046717855315670e+00
  6.7392326579748874e-01    7.2764800889133208e-01
  5.2607673420251111e-01    5.7235199110866763e-01
  6.5946543934150037e-01    7.8808622413815677e-01
  6.4793208682913417e-01    8.5751930735151982e-01
  5.3329636174531747e-01    1.0037141020011466e+00
  5.5971773768529165e-01    1.0181831053465156e+00
  6.4028226231470831e-01    8.8181689465348456e-01
  4.2877997619686598e-01    9.9876116713730601e-01
  5.1444535322671969e-01    9.9876116713730601e-01
