       1        14        15
      15        23        16
      22        10        16
      23        32        33
      44        36        33
      17        21        20
      26        22        30
      36        39        30
       8         9         4
       7         5         6
       9        17         6
      18         8        13
      19        26        27
      37        29        27
      10        11         2
      11        19        12
      13         3        12
      54        44        50
      34        31        28
      21        24        28
      24        18        25
      29        35        25
      55        54        62
      70        72        64
      45        37        43
      64        59        57
      39        48        43
      48        55        57
      67        76        68
      62        68        69
      77        70        69
      46        45        53
      59        60        53
      60        65        58
      72        78        73
      65        73        71
      61        66        63
      79        75        74
      66        71        74
      41        34        38
      58        56        49
      56        61        52
      35        42        38
      42        46        49
      40        41        47
      52        51        47
      14        -1        -1
       1        -1        -1
      32        -1        -1
      20        -1        -1
       4        -1        -1
       5        -1        -1
       7        -1        -1
       2        -1        -1
       3        -1        -1
      50        -1        -1
      31        -1        -1
      76        -1        -1
      67        -1        -1
      77        -1        -1
      78        -1        -1
      63        -1        -1
      75        -1        -1
      79        -1        -1
      40        -1        -1
      51        -1        -1
